,place,info,문의 및 안내,홈페이지,주소,이용시간,휴일,주차,화장실,입장료,접근로,review,주차 요금,이용요금,체험,출입통로,장애인 주차 안내,엘리베이터,수유실,판매 품목,이용가능시설,주차요금,지정현황,체험가능 연령,유모차,휠체어,지체장애 기타 상세,입점브랜드,규모,대중 교통,주요시설,할인 정보,수용인원,오디오 가이드,시각장애 기타상세,관람석,점자 홍보물,보조견 동반,보유장비,안내 요원,시설이용료,부대시설,점자 블록,이용 시기,강습안내,청각 장애 기타상세,코스안내,영유아가족 기타상세,유아용보조의자,개장기간,대여안내,유도안내 설비,예약안내 홈페이지,객실,자막 비디오 가이드,수화 안내,매표소,입실시간,퇴실시간,객실내 취사 여부,식음료장,객실수,영업시간,대표메뉴,취급메뉴,큰활자 홍보물,홍보물,예약안내,객실유형,바비큐장여부,세미나실 여부,좌석수,사우나실 여부,캠프파이어 여부,스포츠 시설 여부,자전거 대여 여부,공용 PC실 여부,휘트니스 센터 여부,노래방 여부,청각장애용 객실,뷰티시설여부,공용 샤워실 여부,청각장애 기타상세,보조견동반
5785,여수카페하멜,"여수카페하멜은 여수 낭만포차거리에 위치한 브런치&다이닝카페이다. 건물의 3층부터 5층을 사용하고 있으며, 각 층은 다양한 컨셉을 가지고 있다. 먼저 3층은 식사와 와인을 즐기기 편하게 깔끔한 인테리어로 되어 있고, 브런치와 와인을 먹는 낮 컨셉이다. 4층은 제주 돌담 인테리어의 밤 컨셉으로, 간단히 음료나 맥주를 마시기에 좋은 공간이다. 5층 루프탑은 여수밤바다를 구경하며 하멜등대와 낭만포차거리, 거북선대교, 해상케이블카를 보며 휴식을 취할 수 있는 곳이다.
여수카페하멜은 하멜등대 앞에 위치해 있어 낮에는 여유로운 여수의 낮바다를 감상할 수 있으며, 밤에는 거북선대교부터 하멜등대까지 여수밤바다의 야경을 즐길 수 있다. 낭만포차거리의 낭만과 하멜의 분위기가 만나 만들어진 특별한 공간에서 커피와 음료부터 파스타, 스테이크 등의 요리, 그리고 술까지 모두 맛볼 수 있다.",,https://www.instagram.com/yeosu_hamel,전라남도 여수시 하멜로 94-1 3층~5층,,연중무휴,"가능(낭만포차 공영주차장)
요금(60분당 300원 / 최대 5,000원)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"11:00~23:50
라스트오더 23:20",브런치세트,브런치세트 / 와인세트 / 우대꽃갈비 스테이크 / 딱새우회&단새우회 외,,,,,,,,,,,,,,,,,,,
5786,남창농원,"전라남도 장성 남창계곡을 끼고 있는 식당으로 닭백숙과 닭볶음탕 맛집으로 알려져 있다. 시원한 계곡을 즐길 수 있어 여름철에는 특히 사람들로 붐비는 곳이다. 주차장을 갖추고 있으며, 계곡 옆에 자리도 널찍하게 마련되어 있다. 과일, 간식류 등 포장된 음식을 반입할 수 있다. 단, 컵라면, 삼겹살 등의 취사는 안 되고, 외부 주류도 반입할 수 없다. 닭백숙, 닭볶음탕 등의 보양식을 판매하고 있어, 어르신들을 모시고 방문하는 가족 단위 손님들이 즐겨 찾는다. 별내리마을이 주변에 있어 연계 관광하기에도 수월하다.",,,전라남도 장성군 남창로 340-22,,연중무휴,있음,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,매일 10:00 ~ 18:00,"닭백숙, 닭볶음탕",도토리묵 등,,,,,,,,,,,,,,,,,,,
5789,무버커피,"무버커피는 영광 종합버스터미널 바로 앞에 있는 조용한 카페로, 모던하고 깔끔한 인테리어에 품질 좋은 원두로 내린 커피가 맛있는 곳이다. 카페 이름인 무버는 움직이는 사람이라는 뜻으로, 바쁘게 움직이는 일상에서 잠시나마 휴식의 공간이 되고자 시작된 카페다. 총 2층 규모의 대형 카페로, 1층에는 음향 좋은 오디오, 스피커 장비들이 있어서 음악을 감상하기에도 좋은 곳이다. 게다가 벙커 컴퍼니의 스페셜티 블렌딩 원두를 사용해 고소한 맛의 원두 또는 산미가 풍부한 원두 중 원하는 맛을 선택할 수 있다. 차 역시 100% 유기농 블렌딩 티를 사용해 직접 시향하고 차를 고를 수 있게 했다. 이외에도 아인슈페너나 스무디 등 여러 음료 메뉴가 있고, 케이크나 테린느 등 고급스러운 디저트 메뉴도 있어 함께 곁들이기에도 좋다.
※ 반려동물 동반 불가",,https://ygzone.kr,전라남도 영광군 옥당로 143,,연중무휴,있음 / 주차요금 없음,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"월~금 10:30~22:00
토, 일 11:00~22:00","무버 라테, 크림라떼","아메리카노, 아인슈페너, 크로플",,,,,,,,,,,,,,,,,,,
5790,시골마당,"시골마당은 전라도 한정식 백반 맛집이다. 남도식 한정식에 연탄불에 구운 돼지불고기와 조기구이를 중심으로 푸짐하게 한상 가득 차려 나오는 단일 메뉴이다. 깨끗한 건물 외관과 넓은 주차장이 있어 편리하고 실내엔 잘 정돈된 입식 테이블이 있어 깔끔하다. 시골마당 정식은 15가지가 넘는 반찬들과 연탄 돼지불고기, 조기구이, 양념 꽃게, 홍어 등 보기만 해도 맛깔스러운 음식들이 쌈 채소와 함께 나온다. 돼지고기나 생선구이가 부족하면 추가 주문을 할 수 있다. 저렴한 가격에 넉넉하고 푸짐한 한정식을 먹고 싶다면 시골마당이 제격이다.",,,전라남도 강진군 송계로 829,,"둘째, 넷째 월요일",있음(무료),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10:00~20:00 (브레이크 타임 15:00~17:00)
※ 정확한 영업시간 전화 문의",정식 2인,"연탄구이 추가, 생선 추가",,,,,,,,,,,,,,,,,,,
5791,모래골,"영광에는 서해의 아름다운 노을을 감상할 수 있는 백수 해안도로가 있다. 길게 이어진 해안도로 끝 모래미 해변에 다다르면 굴비와 간장게장 등 푸짐한 한 상차림을 내는 모래골 식당과 마주하게 된다. 이곳은 마른 굴비 백반과 굴비 백반, 간장게장, 애호박찌개, 조개무침, 찜닭, 생선매운탕 등 영광에서 맛볼 수 있는 다양할 종류의 식사가 준비되어 있다. 넓은 주차장과 2층 규모의 매장으로 가족이나 단체 식사에도 적합하다. 마른 굴비 백반에는 쫄깃한 식감의 바싹 익힌 굴비와 간장게장, 그리고 상을 가득 채우는 10가지 이상의 밑반찬들이 포함되어 있다. 2인분 이상 주문이 가능하다. 이외에도 조개무침은 향긋한 미나리와 살이 꽉 찬 조갯살을 특제 양념에 무쳐 낸 음식으로 입맛을 돋운다.",,,전라남도 영광군 해안로 1389,,연중무휴,있음 / 주차요금 없음,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,08:00~20:00,굴비백반,마른 굴비백반 / 간장게장 / 애호박찌개 / 조개무침 / 찜닭 / 생선매운탕,,,,,,,,,,,,,,,,,,,
5792,문정한정식,"문정 한식당은 영광 버스터미널에서 도보로 10분 정도 거리에 있는 고즈넉한 한식집이다. 한적한 동네 골목길 안쪽의 대문을 지나면 기품 있는 소나무와 함께 잘 관리된 정원이 있는 고즈넉한 한옥이 나온다. 주택을 개조해 식당으로 운영하고 있어 내부는 방마다 세월이 느껴지는 가구가 있어 추억을 곱씹으며 식사할 수 있다. 푸짐한 메뉴와 고풍스러운 인테리어 덕분에 생신 잔치나, 돌잔치 가족 모임을 하는 단체 손님도 많은 편이다. 메뉴는 네 명 식사로 적절한 기본 상차림부터 중, 특으로 3가지 메뉴 중 고르면 된다. 기본 세팅에 영광 특산품인 굴비가 4마리 제공되며, 양념게장과 연근조림, 바지락무침, 간장게장, 북엇국 등이 포함되어 있다. 이외에도 잡채와 떡갈비, 육회, 돌솥비빔밥 등 상차림이 풍성하다. 평소에도 사람이 많아 예약하고 방문하는 것을 추천한다.
※ 반려동물 동반 불가",,,전라남도 영광군 중앙로5길 16-10,,연중무휴,없음,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11:00~20:20,한정식,"한정식, 특한정식",,,,,,,,,,,,,,,,,,,
5793,법성포굴비정식,"법성포 굴비정식은 이름에서 직관적으로 알 수 있듯이 법성포에 있는 굴비 정식 전문점이다. 깔끔한 가게 인테리어와 법성포에서 말린 신선한 굴비를 활용해 한상차림을 내는 곳이다. 푸짐한 양 덕분에 점심, 저녁 모두 사람이 많은 편이며, 주차 공간은 많지 않아 주변 주차장을 이용해야 한다. 가게는 홀이 없이 방으로만 이루어져 있어 오붓하게 식사를 할 수 있다는 점도 이곳만의 장점이다. 대표메뉴는 굴비 정식이며, 인원수대로 주문하면 된다. 식전 메뉴인 조기죽을 시작으로, 커다란 크기의 부세 보리 굴비와 1인당 1마리씩 제공되는 굴비, 얼큰한 굴비찌개와 홍어삼합, 홍어 초무침, 조기 맑은탕 등 영광의 특산 메뉴들이 한 상 가득 올라간다. 식사의 마지막은 영광 모시송편과 매실차가 후식으로 나와, 영광의 맛을 한 곳에서 모두 맛보고 싶다면 추천한다.",,,전라남도 영광군 법성포로 7,,연중무휴,있음 / 주차요금 무료,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11:00~21:00,굴비 정식,보리굴비 정식 / 특굴비정식,,,,,,,,,,,,,,,,,,,
5794,사거리식육식당,"사거리식육식당은 아롱사태 생고기 전문점이다. 당일 도축한 고기만을 생고기로 판매하기 때문에 공휴일 및 일요일은 생고기를 판매하지 않는다. 대표메뉴 역시 아롱사태 생고기이며, 생고기 비빔밥도 있다. 또, 토시살, 안창살, 꽃살 등의 고기류와 갈비탕, 불백, 육개장 등의 식사류, 그 외 감자탕, 돼지갈비찜, 냉면 등 메뉴가 수십 가지이다. 사거리육식당의 또 다른 대표메뉴는 애호박이 듬뿍 들어간 애호박찌개로, 칼칼한 고추장찌개와 비슷한 맛이다.",,,전라남도 영광군 홍농로 487,,매주 일요일,가능,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10:00~21:00
브레이크타임 15:00~16:00
라스트오더 20:30",생고기,생고기 / 생고기 비빔밥 / 차돌박이 / 생목살 / 애호박찌개 외,,,,,,,,,,,,,,,,,,,
5795,영광맛집 호타루,"영광맛집 호타루는 이름에서도 자부심이 느껴질 정도로 돈가스와 초밥을 전문으로 하는 일식집이다. 영광 종합 버스터미널에서 도보 10분 거리에 있으며, 주변에 사는 현지인들에게도 인기가 좋다. 매장 내부는 테이블 10개 정도로 작은 편이지만 배달과 포장도 가능하다. 돈가스와 초밥 전문점인 만큼 종류도 다양하다. 모둠 돈가스와 치즈돈가스, 왕새우 등심 가스 등이 있으며 가장 인기가 좋은 메뉴는 노란 치즈가 아낌없이 들어간 치즈돈가스다. 바삭한 식감과 부드러운 고기의 조합이 일품이다. 또한, 카레와 초밥, 스시롤 메뉴도 인기가 좋으며, 특히 새우튀김 아보카도 스시롤은 새우튀김과 아보카도의 고소함과 맛살, 계란말이의 달콤함, 날치알의 짠맛이 조화롭다.",,,전라남도 영광군 대하길 35 온누리빌딩 102호,,일요일,있음 / 주차요금 무료,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10:30~20:00 (라스트오더 19:50),세트메뉴,모둠돈가스 / 모둠초밥 / 새우튀김 아보카도스시롤 / 돈코츠라멘 / 돈가스 수제카레 외,,,,,,,,,,,,,,,,,,,
5796,영광백수식당,"영광 백수식당은 백수 해안도로를 달리다 보면 마주할 수 있는 곳으로, 고급 조개인 백합을 활용해 다양한 요리를 만날 수 있는 식당이다. ‘식객 허영만의 백반 기행’ 프로그램에도 소개된 곳이다. 내부가 넓고 방으로 된 좌석이 있어 단체 모임에도 적합하다. 주요 메뉴로는 대표 메뉴인 백합죽을 더불어 백합무침, 백합구이, 백합회, 백합탕, 백합낙지탕 등이 있다. 간장게장부터 칠게볶음, 가오리무침, 직접 삶은 족발까지 맛은 기본이고 반찬의 양도 푸짐하여 제대로 대접받는 듯한 느낌을 준다. 대표 메뉴인 백합죽은 생백합과 찹쌀, 멥쌀, 녹두와 함께 채소들을 듬뿍 넣어 만든 죽이다. 신선한 백합을 사용해 비린내가 하나도 없고 고소한 맛을 맛볼 수 있다.",,,전라남도 영광군 천마길 9,,"매월 2, 4번째 월요일",있음 / 주차요금 없음,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11:00~20:00 (브레이크타임 15:00~16:00),백합죽,백합무침 / 백합구이 / 백합회 / 백합탕 / 백낙탕 외,,,,,,,,,,,,,,,,,,,
5797,장어명가 청산,"장어명가 청산은 법성포에 있는 장어구이 전문점으로, 합리적인 가격에 푸짐한 상차림으로 부담 없이 장어를 즐길 수 있는 맛집이다. HACCP 인증을 받은 양어장에서 무항생제로 길러 싱싱하고 안전한 장어를 직접 골라 먹을 수 있다는 점도 이곳의 매력이다. 입구 셀프존에서 장어를 고르고, 선 결제 후 자리를 배정받으면 장어가 초벌 되어 나오며, 고품질 숯불에 직접 구워 비린내 하나 없이 겉은 바삭하고 속은 촉촉한 명품 장어구이가 완성된다. 장어는 시세에 따라 다르니, 참고하면 된다. 밑반찬 역시 구성이 푸짐하며, 셀프 바에서 무한 리필로 즐길 수 있다. 장어구이 외에도 얼큰하고 진한 장어탕도 인기가 좋다. 매장은 넓고 쾌적하며 홀 좌석과 룸으로 된 좌석이 있어 가족 단위 식사나 모임을 하기에 적합하다.",,,전라남도 영광군 법성포로 15-7,,"매달 1, 3번째 화요일",있음 / 주차요금 없음,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11:00~20:30 (브레이크타임 14:00~17:00 / 라스트오더 19:30),장어구이,장어탕 / 계란찜,,,,,,,,,,,,,,,,,,,
5798,한성식당,"백합죽으로 유명한 한성식당은 영광군 백수읍에 있는 예약 없이는 맛보기 힘든 숨겨진 맛집이다. 낡은 간판과 오래된 티브이, 세월이 느껴지는 벽지와 가구에서 오랜 전통을 느낄 수 있다. 간판에는 자연산 활어회 전문이라고 쓰여있지만, 현재는 백반 정식과 백합죽만 가능하다. 매장 내부는 10개 내외의 좌식 테이블로 작은 편이다. 가장 유명한 메뉴인 백합죽은 반드시 예약해야만 주문할 수 있다. 큼직한 백합이 가득 들어가 있으며, 백합 한 알만 먹어도 배가 부를 정도로 많다. 조개의 감칠맛으로 국물을 내어 맑고 개운해 해장용으로도 제격이다. 맛 좋은 백합죽 외에도 밑반찬 역시 20가지 넘게 나오는데, 직접 만든 도토리묵과 장아찌, 미역과 미니 족발 등이 전라도의 푸짐한 인심이 느껴지는 부분이다.
※ 반려동물 동반 불가",,,전라남도 영광군 천마길 10,,"1, 3번째 월요일",없음,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11:30 ~ 19:00 (브레이크 타임 14:00 ~ 16:30),백합죽,백반정식,,,,,,,,,,,,,,,,,,,
5799,풍성한 집,"풍성한 집은 영광 굴비 거리에 있는 한정식집이며, 영광하면 떠오르는 특산품인 굴비를 전문으로 하는 곳이다. 고급스러운 외관에 2층까지 있는 큰 규모를 자랑한다. 1층과 2층 모두 테이블 석으로 이루어져 있으며, 2층에는 프라이빗한 룸이 있어 가족 식사와 단체 모임에도 적합하다. 유아용 의자도 있어 어린 자녀가 있는 가족에게도 부담 없이 방문할 수 있게 했다. 이곳의 메뉴는 한정식 단일 메뉴로, 인원수에 맞게 주문하면 된다. 주요리는 단연 굴비다. 여기에 속이 꽉 찬 간장게장과 가마솥 밥, 조기 매운탕이 나온다. 기본 반찬 역시 푸짐한데, 오이 부추무침, 잡채, 가오리 날개, 양념게장, 김치 등 한 상을 가득 채울 정도로 가짓수가 많다. 주변에 법성포와 상하농원 등의 관광지가 있어 여행할 때 참고하면 좋다.",,,전라남도 영광군 법성포로3길 60,,연중무휴,없음,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11:00 ~ 20:00 (브레이크 타임 15:00 ~ 17:00 / 라스트 오더 19:00),풍성 한정식,풍성 한정식 2이상,,,,,,,,,,,,,,,,,,,
5804,돌쇠정 본점,"돌쇠정은 전라남도 영암군 망산리에 있는 떡갈비 전문점이다. 식당은 넓고 크지만 연잎 떡갈비정식 단일 메뉴만 판매하고 있다. 식당 입구에서 정원, 식당 내부 까지 토속적이면서 향토적인 느낌을 잘 살려냈다. 룸으로 된 공간에 테이블이 마련되어 있어 여유 있고 프라이빗 한 식사를 할 수 있다. 연잎에 감싸져 나오는 떡갈비는 은은한 연잎 향이 배어 있고 육즙이 풍부하여 호불호 없이 누구나 좋아하는 맛이다. 남도의 정식답게 찌개부터 샐러드, 양념게장까지 밑반찬도 한상 푸짐하게 나오는데 메뉴 하나하나 정갈한 손맛이 느껴진다. 나불도유원지, 영암호가 주변에 있어 연계 관광하기 수월하다.",,,전라남도 영암군 녹색로 1538,,연중무휴,있음,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,매일 11:30 ~ 21:00,연잎 떡갈비정식,연잎 떡갈비정식 단일 메뉴,,,,,,,,,,,,,,,,,,,
5805,모리아101,"모리아101은 전라남도 무안군 월암리에 위치한 브런치 카페이다. 카페 앞 잔디밭에 야자수가 있어 이국적인 정취를 풍긴다. 모리아101은 2층 규모의 여유로운 공간을 갖춘 카페로, 디저트와 브런치가 있어 가족, 연인, 친구들과 찾기 좋은 곳이다. 내부 삼면이 모두 통유리로 되어 있어 아침 햇살과 눈, 비 등 모든 날씨를 개방감 있게 느낄 수 있고, 멀리 보이는 논밭의 뷰도 감성을 자극한다. 내부에 무드 있는 조명부터 곳곳에 감성적으로 인테리어 되어 있는 촛대, 책장 하나하나까지 사진 찍으며 추억을 남기기에 좋다.",,https://www.instagram.com/moriah101_cafe,전라남도 무안군 일로신흥길 59,,"연중무휴
※ 단, 브런치는 설, 추석 당일에는 휴무","가능
요금(무료)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"카페 09:30~21:00
브런치 11:30~19:00 (수요일 브런치 18:00 마감)",아메리카노,아메리카노 / 퐁크러쉬 / 수제 초콜릿라떼 / 수제 등심돈까스 / 까르보나라 파스타 외,,,,,,,,,,,,,,,,,,,
5806,영광토우,"매일 신선한 재료를 바탕으로 보리굴비, 굴비, 간장게장을 따뜻한 돌솥밥에 먹을 수 있는 한정식 집이다. 메인메뉴와 더불어 밑반찬 모두 맛있다고 소문난 곳 중에 하나이다. 밥은 따뜻한 돌솥밥이 나온다. 신선함을 유지하기 위해 밑반찬을 매일매일 아침마다 만들며 모든 식재료는 국내산만 사용중인 곳중에 한 곳이다. 가족모임이나 단체모임 장소로 추천한다.",,http://www.영광토우.kr,전라남도 영광군 월현로 210 1층,,명절 당일,가능,,,,주문하면 밑반찬부터 쫘악나오는데 여기서 남도음식이란 이거구나 한 번 느끼고 보리굴비랑 굴비랑 게장나오는데 크기부터 한 입 먹는순간 맛은 이루 말할수 없고 거기에 돌솥밥 나오는 곳…!!!정말 뭐하나 빠짐이없다 이런데가 진짜 돈쭐나야하는데 가성비 최고이무리얼,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10:30~20:00,돌솥정식,갈비탕 등,,,,,,,,,,,,,,,,,,,
5808,제일회식당,"제일회식당은 전라남도 무안군 목서리에 있는 낙지요리 전문점이다. 낙지호롱, 연포탕, 낙지비빔밥 등이 있지만 그중 최고는 기절 낙지이다. 기절 낙지란 낙지를 대나무 바구니에 넣고 비벼 점액질을 알맞게 뺀 낙지를 말한다. 수요미식회에 소개되면서 기절 낙지의 인기가 전국으로 퍼졌다. 오래된 외관이 정겹고 마을을 지켜온 노포로써 현지인들에게 사랑받고 있다. 식당 왼쪽에는 아주 오래된 창고가 있는데 옛날에는 극장이 있었던 곳이라 한다. 제일 회식당은 이렇게 작은 읍내에 있어 식사 후 동네 구경만으로도 시간 여행을 하는 것과 같다. 식당 뒤쪽 주차장에는 오랜 세월을 견뎌온 팽나무가 아름답다.",,,전라남도 무안군 망운로 13 제일회식당,,"매달 1, 3번째 월요일 정기휴무",가능,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11:00~21:00,기절낙지,낙지호롱 / 연포탕 / 낙지비빔밥,,,,,,,,,,,,,,,,,,,
5813,고구려초밥 금당본점,"고구려 초밥은 인기가 많아 대기 손님들을 위해 들어오는 입구에 여러 명이 앉을 수 있는 의자와 따뜻한 커피가 준비되어 있다. 내부는 룸과 좌식 테이블 6석 정도가 있고 홀에 어린이 의자도 구비되어 있다. 매장에서 식사를 할 땐 우동이 서비스로 나오며, 여러 번 무료 리필이 가능하다. 대표 메뉴인 고구려 초밥만큼 치즈돈가스 맛집으로도 유명한데 다른 돈가스집과는 다르게 돈가스 위에 치즈가 올려져서 특색이 있다. 고구려 초밥은 활어, 참치, 생연어, 새우, 새우 장, 장어로 구성되어 있고 모둠 초밥과 구별되도록 까만색 접시에 담겨 나온다.
※반려동물 동반 불가",,,전라남도 순천시 기적의도서관길 31 고구려초밥,,연중무휴,불가,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"11:30~22:00
- 브레이크타임 15:00~16:00
일요일 11:30~21:30
- 브레이크타임 15:00~16:00",고구려초밥 / 치즈돈까스,아부리초밥 / 도로초밥 / 돈까스 / 왕새우튀김,,,,,,,,,,,,,,,,,,,
5814,카페델마르,"목포 스카이워크 근처에 있는 카페 델마르는 목포 해양대학교를 지나면 우측으로 카페가 보인다. 내부는 총 3, 4층으로 되어있으며, 4층은 루프탑이 마련되어 있어 하이라이트 포토존에서 사진을 남길 수 있다. 오른쪽으로는 목포대교가 보이고 왼쪽으로는 무지개다리가 보이는데, 카페 1층으로 가면 무지개다리가 연결되어 있어 커피를 마신 뒤 사진을 찍으러 가기에 편하다. 다 같은 의자와 테이블로 통일하지 않고 다양한 공간들이 준비되어 있어 취향에 맞는 자리에서 바다를 보며 휴식할 수 있다는 점이 좋다.",,,전라남도 목포시 해양대학로 77,,연중무휴,있음/주차요금 무료,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11:00~22:30 (라스트오더 22:00),버터크림라테,아메리카노 / 바베이도스서프라이즈 / 파스타치오라테 / 쪽파크림치즈크루아상 / 생딸기크렘브륄레 외,,,,,,,,,,,,,,,,,,,
5815,선경준치회집,"목포 해안가에 있는 선경준치횟집은 외관에서부터 오래된 맛집의 분위기가 느껴지는데, 내부는 일반 가정집 같은 모습이다. ‘썩어도 준치’라는 속담이 있을 정도로 예로부터 맛있기로 유명한 준치를 맛볼 수 있는 식당이다. 각종 채소를 넣고 매콤한 양념에 무쳐내는 준치회무침이 인기다. 메인 메뉴를 주문하면 조기탕을 비롯해 참나물, 갈치젓, 매생이, 고등어구이 등의 10여 가지의 반찬이 곁들여진다. 그리고 준치회 무침을 밥에 비벼 먹을 참기름과 깨가 뿌려진 대접이 나온다. 목포를 대표하는 음식 9 미에 포함되는 음식 대부분을 판매하고 있어, 목포의 맛을 느끼기에 좋은 곳이다.",,,전라남도 목포시 해안로57번길 2,,매주 월요일,불가,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10:30~20:40,송어회무침,송어회무침 / 붕장어 / 아구탕(찜) / 병어사시미 외,,,,,,,,,,,,,,,,,,,
5816,낭만해물삼합,"낭만해물삼합은 여수 이순신광장 옆 ‘좌수영 음식 거리’에 있다. 여수 토박이들도 강력히 추천하는 소문난 맛집으로 해물 삼합과 서대회무침이 가장 인기 많은 메뉴이며, 그 외에 생선구이, 매운탕 등이 뒤를 잇는다. 갑오징어, 새우, 전복, 키조개 관자, 문어 등이 가득 들어간 해물 삼합은 삼겹살과 밑반찬이 절묘한 조화를 이룬다. 재료가 세팅된 후, 직원이 구워주며 맛있게 먹는 방법을 알려준다. 국내산 해물과 삼겹살을 사용하며 특히 갑오징어와 전복, 문어는 살아있는 생물을 바로 삶아 올린 것으로 탱글탱글한 식감을 그대로 느낄 수 있다. 삼합을 먹은 후 볶음밥을 주문할 수 있다.",,,전라남도 여수시 중앙로 72-27 (중앙동),,"매월 둘째 주, 넷째 주 수요일",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,07:00~22:00 (20:30 라스트오더),해물삼합,서대회무침 / 게장백반 / 해물탕 / 갈치조림 등,,,,,,,,,,,,,,,,,,,
5818,삼학집,"여수시 중앙동 해양공원 입구에 자리한 삼학집은 서대회로 유명한 여수의 대표적인 맛집이다. 메뉴는 서대회와 갈치구이, 단 두 가지이다. 서대회는 준비하는 데에 손이 많이 가는 음식으로 특히 이곳은 막걸리 식초를 직접 만들어 사용한다. 막걸리 식초는 이틀 동안 가라앉힌 막걸리의 옷술을 한 해 동안 발효한 후 이듬해에 식초로 사용한다. 식초, 고추장, 조청, 무, 부추, 마늘, 생강 등의 양념이 들어간 서대회는 그냥 먹기도 하지만, 밥에 비벼 먹는 것이 보통이다. 큰 그릇에 밥을 넣고 서대회와 김 가루, 참기름을 넣고 비비기만 하면 된다. 기호에 따라 밑반찬으로 나오는 나물을 넣어도 좋다.",,https://www.instagram.com/samhak_yeosu/,전라남도 여수시 이순신광장로 200-3 (종화동),,연중무휴,가능,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,09:00~21:00 (라스트오더 20:10),서대회무침,갈치구이 / 갈치조림,,,,,,,,,,,,,,,,,,,
5819,갯마을횟집,"갯마을횟집은 장흥읍 안양면 수문항에 위치한 회 전문 음식점으로 제철에 맞는 음식을 골라 먹을 수 있다. 봄에는 바지락과 키조개 무침, 6~7월엔 갯장어회와 샤부샤부, 8~9월엔 전어회, 12월~5월에는 키조개류를 판매한다. 그 외에도 일 년 내내 먹을 수 있는 메뉴도 있다. 활어회와 매운탕류, 볶음류, 전은 사시사철 즐길 수 있다. 기본 상차림엔 배추김치, 백김치, 콩나물무침, 초밥, 꼬막, 해물전, 멍게, 전복, 해삼 등이 한 상 가득 푸짐하게 나온다. 예부터 키조개와 꼬막, 바지락 등 수문리 갯벌에서 생산하는 갑각류는 육질이 부드럽고 연해 임금님 수라상에 올려졌다고 한다. 수문해수욕장과 가까운 곳에 있어 바다를 바라보며 운치 있는 식사를 즐길 수 있다. 식당 규모가 커서 가족 모임, 단체 모임 등 각종 모임 장소로도 좋다.",,,전라남도 장흥군 안양면 수문용곡로 141,,매주 화요일,가능,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10:40~21:00 (평일 브레이크타임 15:00~17:00 / 라스트오더 20:00),키조개·바지락 회무침 정식,장흥삼합 / 키조개구이 등,,,,,,,,,,,,,,,,,,,
