,place,info,문의 및 안내,홈페이지,주소,이용시간,휴일,주차,화장실,입장료,접근로,review,주차 요금,이용요금,체험,출입통로,장애인 주차 안내,엘리베이터,수유실,판매 품목,이용가능시설,주차요금,지정현황,체험가능 연령,유모차,휠체어,지체장애 기타 상세,입점브랜드,규모,대중 교통,주요시설,할인 정보,수용인원,오디오 가이드,시각장애 기타상세,관람석,점자 홍보물,보조견 동반,보유장비,안내 요원,시설이용료,부대시설,점자 블록,이용 시기,강습안내,청각 장애 기타상세,코스안내,영유아가족 기타상세,유아용보조의자,개장기간,대여안내,유도안내 설비,예약안내 홈페이지,객실,자막 비디오 가이드,수화 안내,매표소,입실시간,퇴실시간,객실내 취사 여부,식음료장,객실수,영업시간,대표메뉴,취급메뉴,큰활자 홍보물,홍보물,예약안내,객실유형,바비큐장여부,세미나실 여부,좌석수,사우나실 여부,캠프파이어 여부,스포츠 시설 여부,자전거 대여 여부,공용 PC실 여부,휘트니스 센터 여부,노래방 여부,청각장애용 객실,뷰티시설여부,공용 샤워실 여부,청각장애 기타상세,보조견동반
12078,영랑호리조트,"영랑호리조트는 산, 바다, 호수의 수려한 자연경관을 지닌 국내 최고의 청정 지역 속초시에 위치한 대단위 종합리조트 타운으로 새로운 휴식을 경험할 수 있는 곳이다. 영랑호리조트는 천혜의 경관을 자랑하는 자연 석호 영랑호를 중심으로 동해 일출의 장관과 설악산을 한눈에 조망할 수 있는 타워형 콘도와 호수에서 잔잔히 피어오르는 물 안개를 감상할 수 있는 빌라형 콘도, 그리고 골퍼들의 마음까지 사로잡는 다이내믹함과 바다를 향해 시원한 샷을 날릴 수 있는 매력적인 코스를 가진 영랑호 CC로 이루어져 있다. 또한 봄, 여름, 가을 그리고 겨울, 계절마다 색다르게 유혹하는 모습으로 단장하고 자연의 품을 찾아온 이를 반갑게 맞이하는 9km의 산책로에서는 또 다른 호숫가의 정경을 느낄 수 있다. 객실은 보다 현대적인 감각으로 안락하게 꾸며져 있으며 다양한 콘셉트로 고객 취향에 한 걸음 더 다가가고자 노력했다. 고품격 인테리어와 차원이 다른 서비스로 고객 감동 그 이상을 맛볼 수 있을 것이다. 부대시설도 구비되어 있으며 모든 편리함이 갖추어진 최신 설비와 고객의 취향을 만족시켜주는 최상의 서비스를 통해 편안하고 안락하게 지낼 수 있도록 모든 편의를 제공하고 있다.",,http://www.yrhresort.co.kr/,강원특별자치도 속초시 영랑호반길 170,,,주차 가능,,,출입구까지 경사로가 설치되어 있음,영랑호리조트 10층의 커피숍에서 바라본 속초풍경 정말 예뻐요^^ 바다와 산을 동시에 볼수있는 멋진곳이네요~~ 속초 여행 계획 있으신분들은 숙소로 추천 드립니다. 올해 마지막 친구들과 속초 여행을 하면서 마물렀던 숙소였어요. 특히 맨 꼭대기층에 있는 스타벅스에서 보는 뷰는 꼭 직접 경험해보세요. 산과호수 그리고 바다 세가지를 다 볼 수 있답니다. 영랑호가 내려다보이는 아름다운 풍경과 속초 시내에서 멀지않은 입지까지~ 최고의 가성비 숙소입니다.,,,,주출입구는 경사로가 있어 휠체어 접근 가능함,장애인 주차장 있음_무장애 편의시설,엘리베이터 있음,,,,,,,,,,,지상 20층/지하 2층,,,,,,,,,,,,,"골프장, 바베큐장, 스포츠레저, 세미나실, 이마트 24편의점",,,,,,,,,,,http://www.yrhresort.co.kr,장애인 객실 있음,,,,14:00,11:00,가능,스카이라운지(20F),219실,,,,,,0336331178~1179,"스탠다드A/B, 타워스위트",,,,,,,,,,,,,,,
12079,설악포유리조트,"객실문을 열면 내집 같은 편안함과 휴양지만의 자연미를 맛볼 수 있다. 이용객 수에 따라 자유롭게 선택하는 여러 평형의 객실과 슈퍼마켓, 노래방 등 다양한 부대시설까지 갖춰, 전원의 향취와 도심의 라이프 스타일이 그대로 이어진다. 속초 시내에서 10분 거리에 위치하여 자연과 문화가 조화를 이루며, 각종 위락 시설과 국제적인 규모의 대단위 캠프장 및 첨단 부대시설도 완비되어 있다. 산악 훈련 코스와 하계 캠프가 열리는 세계 잼버리 대회장도 5분 거리에 위치해 있다. 복잡한 도심 생활에서 지친 심신을 자연의 품에서 쉬게 하고, 삶의 여유를 되찾는 데 더없이 좋은 휴식처이다.",,http://foryouresort.co.kr,강원특별자치도 고성군 토성면 잼버리동로 97,,,주차 가능,,,출입구까지 경사로 있어 휠체어 접근 가능함,,,,,,장애인 전용 주차구역 있음(3대)_무장애 편의시설,엘리베이터 있음,,,,,,,,,,,지하 1층 ~ 지상 13층,,,,,,,,,,,,,"로비라운지, 편의점, 포유노래방, 야외수영장, 얼음썰매장, 오락게임장, 연회장, 탁구장, 야외테라스, 산책로, 주말농장",,,,,,,,,,,http://foryouresort.co.kr,,,,,15:00,11:00,가능,"가든바비큐장, 한식당, 스카이13F(펍&카페)",147실,,,,,,0336339100,"스탠다드, 디럭스, 패밀리, 스위트, 팰리스",,,,,,,,,,,,,,,
12080,연호리조트,"연호리조트는 척산온천지구 아래 설악산 마지막 자락에 위치하고 있다. 접근성이 좋은 곳에 위치한 숙소다. 속초 시내에서는 더 가깝고, 손에 닿을 듯 주위가 온통 자연 그대로 있어서 별장처럼 한적하고 아늑한 휴식 공간을 느낄 수 있다. 총 119실의 객실을 갖추고 있다. 부대시설로는 카페와 세미나실이 있다.",,http://juupiauleresort.com,강원특별자치도 속초시 싸리재길 24720,,,가능,장애인 전용 화장실 있음,,"출입구까지 경사로 있어 휠체어 접근 가능함(회전문,수동문)",,,,,,장애인 전용 주차구역 있음(1대)_무장애 편의시설,엘리베이터 있음,,,,,,,,,,,지하 2층 ~ 지상 10층,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15:00,익일 11:00,가능,"식당, 카페",119실,,,,,,,"25평형, 50평형",,,,,,,,,,,,,,,
12085,오션벨리리조트,"오션벨리리조트는 끝도 없이 펼쳐진 동해의 푸른 물결과 낙산 해수욕장이 넓게 펼쳐진 해변에 위치하고 있어 사시사철 파도 소리를 벗 삼아 편히 쉴 수 있는 국내에서 해변과 가장 가까이에 있는 리조트이다. 오션벨리리조트는 2001년 개관한 이후로 꾸준한 시설관리와 개보수를 통하여 고객들이 쾌적하게 이용할 수 있도록 최선을 다하고 있다. 사계절 관광지로 여름에는 낙산해수욕장, 설악산의 가을 단풍, 겨울 바다와 스키의 낭만을 즐길 수 있다. 뿐만 아니라 낙산사, 척산온천, 오색약수, 통일전망대 등의 유서 깊은 관광지와 바다낚시, 모터보트, 수상스키, 골프 등 다양한 레포츠를 즐길 수 있어 연인은 물론 가족단위의 여행에도 좋다. 오션벨리리조트는 환경과 인간을 중시하는 기업이념으로 건전한 레저문화에 앞장서고 특히 석유연료를 전혀 사용하지 않고 태양광 연료를 개발해 사용하여 환경을 소중히 여기는 청정 리조트이다.",,,강원특별자치도 양양군 양양읍 일출로 12730,,,주차 가능,장애인용 화장실 있음. 객실 욕실에는 턱이 없음. 문이 안쪽으로 열리지만 내부가 넓어 이용하기 편리함. 높이 조절가능한 샤워기 설치되어 있음.,,,코시국이라 걱정이 되긴해도 믿고 가보겠습니다. 기대됩니다,,,,주출입구 경사로 설치되어 있음.,장애인전용 주차시설 있음._무장애 편의시설,장애인용 엘리베이터 있음.,,,,,,,,,장애인 이용가능 식당 있음.,,지하 1층 ~ 지상 5층,,,,,,,,,,,,,연회장,,,,,,,,,,,,"장애인용객실 2실 있음.(18평형, 바다가 보이는 객실이 아님)",,,,16:00,11:00,가능,,91실,,,,,,0336724200,"로열스위트(30평형), 스위트(25평형), 패밀리(18평형)",,,,,,,,,,,,,,,
12090,아이원리조트,"아이원리조트는 울창한 송림으로 둘러싸인 대관령의 대자연 중심에 위치한 청정지역으로 해발 672m 천혜의 힐링 하우스이다. 2018년 평창동계올림픽 최대 수혜지로 서울에서 90분 인천공항에서 98분 만에 도착할 수 있는 편리한 접근성을 갖추고 있다. 또한 고객의 프라이버시를 고려한 편복도형 설계로 객실마다 조망권이 탁월하며, 넓고 쾌적한 발코니로 내 집과 같은 안락함을 제공하고, 세련된 분위기와 여유로움, 세심한 배려가 느껴지는 지하 1층 주차장과 연결되는 프런트, 락커(스키&골프) 그리고 스카이라운지와 유럽 스타일의 사우나, 로비층에는 북카페 등이 있다. 1층과 로비층 북카페에서는 최고급 원두를 사용한 커피를 방문 고객에게 제공하고 있다.",,https://www.iwantresort.co.kr,강원특별자치도 평창군 대관령면 솔봉로 471,,,주차 가능,"장애인 전용 화장실 있음(1층,로비)",,출입구까지 경사로가 설치되어 있음,아이원리조트는 깨끗하고 지리적으로 모나파크용평과 알펜시아 리조트 중간에 위치하여 2곳의 부대시설을 이용할 수 있는 장점이 있습니다,,,,주출입구는 경사로가 설치되어 있음,"장애인 전용 주차구역 있음(지상3개,지하6개)_무장애 편의시설",장애인용 엘리베이터 있음,,,,,,,,,,,"건평 11,011평 (36,400㎡), 지하 2층 ~ 지상 10층",,,,"1,270명",,,,,,,,,"세미나실, 공용PC실, 공용세탁실, 북카페, 편의점",점자블록 있음_시각장애인 편의시설,,,,,,,,,,https://www.iwantresort.co.kr,"장애인 전용 객실 있음(2개,사전문의) 객실 내 욕실 손잡이,객실 문턱 없음,객실 내 휠체어 회전가능",,,,15:00,11:00,가능(일부 객실),카페,200실,,,,,,0333341110,,,,,,,,,,,,,,,,
12092,한화리조트 평창,"한화호텔앤드리조트는 1979년 콘도미니엄 건설을 통하여 레저산업에 첫발을 디딘 이후 현재 전국에서 가장 많은 직영 콘도 체인 및 골프장을 운영하고 있으며, 다양한 범주의 푸드 서비스를 고객에게 제공하고 있다. 2009년 프라자호텔과 63시티 식음/문화부문을 한 가족으로 맞이한 한화호텔앤드리조트는 국내 프리미엄 종합 레저/서비스 기업으로의 도약을 꿈꾸고 있다. 한화호텔앤드리조트는 현재의 상황에 만족하지 않고 급속한 레저 환경 변화에 대응하며, 21세기 건전한 여가 생활문화 창조를 위하여 미래지향적 가치관, 다양한 레저시설 및 풍부한 운영 노하우를 기반으로 기존 사업영역의 확대 및 신규 사업을 추진하여 질적/양적 측면에서 명실상부한 국내 최고/최대의 국민레저기업으로서의 입지를 확고히 하고 있다. 평창한화리조트는 태기산 기슭의 전경과 각 부대시설은 스키, 승마, 수영, 등산 등의 20여 가지 사계절 레포츠와 다양한 부대시설을 이용할 수 있으며 골프장, 수영장, 관광곤돌라, 아로마건강관리센터, 산책로, 사우나, 연회장, 볼링장, 당구장, 오락실, 편의점, 프로샵(스포츠용품), 약국, PO서비스 등이 마련되어 있다.",,http://www.hanwharesort.co.kr,강원특별자치도 평창군 봉평면 태기로 22833,,,주차 가능,장애인 화장실 있음,,출입구까지 턱이 없어 휠체어 접근 가능함,봉평 메밀꽃 축제 보러 왔다가 1박 했네요 편안하게 쉬었다 왔어요~ 여름휴가로 다녀왔는데대만족이였습니다~ 다른지역에 비해 시원하고 산뷰가 아름다웠어요 몽블랑도 가깝고 가족들끼리 가기 좋은곳입니다 지난주 평창에 가서 한화리조트에서 1박을 하였습니다. 스위트 룸으로 예약하였는데 7층이라 전망은 별로였지만 룸 커디션은 무난했고 화장실이 2개라 여유로왔습니다. 1층에 한우 식당에 가서 저녁을 먹었는데 가격이 적당하고 고기가 부드러워 좋았습니다. 주변이 조용하여 하루 펀안히 쉬어가기 좋습니다. 오랜만에 재방문 했네요~ 깨끗하게 잘 관리가 되어 좋습니다.,,,,주출입구는 턱이 없어 휠체어 접근 가능함,장애인 주차장 있음_무장애 편의시설,엘리베이터 있음,,,,,,,대여가능,대여가능,,,,,,,,,,,,,,안내요원 있음,,"GS25 편의점, 코인세탁실, 지역 특산품점, 스키샵, 게임존, 블루캐니언, 관광곤돌라, 볼링장, 루지랜드, 태기산CC, 산책로",,,,,,,,,,,http://www.hanwharesort.co.kr,,,,,"비수기 14:00 주말, 연휴, 성수기 15:00","비수기 12:00 주말, 연휴, 성수기 11:00",가능,"대관령한우(한우 전문점), 치킨매니아, 아델리아(한식), 엘림커피",440실,,,,,,15882299,"스위트, 로얄, 로얄스위트, 프레지덴셜 스위트",,,,,,,,,,,,,,,
12099,한화리조트 설악,"한화리조트설악은 테마형 리조트이다. 고풍스러운 건축물과 설악산, 울산바위, 호수공원 등의 자연경관이 어우러진 곳으로, 영동지역 최고의 전통과 아름다운 절경을 자랑하는 설악에 위치하고 있다. 동해와 설악산을 조망할 수 있는 객실을 보유하고 있으며, 디럭스, 로얄, 프리미어 스위트룸 등 총 331실로 구성되어 있다. 전기포트, 드라이기, 전기밥솥 등의 가전제품과 프라이팬, 냄비, 식기 등의 주방용품이 구비되어 있다. 뽀로로룸과 같은 캐릭터 객실도 있어 아이들과 함께 가족 여행하기에 적합하다. 테마파크로는 사계절 이용할 수 있는 설악 워터피아가 있다. 워터피아는 가족 중심의 100% 천연보양온천 워터파크로, 다양한 수영장과 슬라이드, 사우나 등을 즐길 수 있다. 플라자CC 설악은 설악산과 동해를 바라보며 골프를 즐길 수 있는 천혜의 골프코스로, 18홀 코스와 9홀 코스가 각각 있다. 퓨전 한식과 신선한 지역 특산물을 이용한 한식당이 있어 멀리 나가지 않아도 식사를 해결할 수 있다. 노래방, 당구장, 전자오락실을 갖추어 온 가족이 함께 즐길 수 있는 종합 엔터테인먼트 시설과 유아들의 휴식처 및 편안한 놀이공간도 있다. 온 가족이 편하게 즐길 수 있는 특별한 문화체험 공간도 있다. 주변에 설악산국립공원, 속초해수욕장 등 전국 최고의 관광지들이 있어 관광과 스포츠, 편안한 휴식을 취하기 좋은 곳으로 알려져 많은 이들이 찾고 있다.",,http://www.hanwharesort.co.kr,강원특별자치도 속초시 미시령로2983번길 111,,,가능,,,출입구까지 경사로가 설치되어 있음,직원분들도 친절하고 설악산이 눈앞에 보여서 좋은기운 듬뿍 받는 느낌이었습니다 워터피아 이용하면서 숙박했어요 가격은 저렴하고 조금 오래된 느낌 쏘라노 본관 스위트 투룸 입니다 조금 작은 느낌 여름여행 여름바다와 산을 함께 느낄 수 있는 숙소로 최고. 워터피아까지 여름 휴양지로 최고. 숙소는 동남아 휴양지 분위기,,,,주출입구는 경사로가 있어 휠체어 접근 가능함,장애인 주차장 있음_무장애 편의시설,엘리베이터 있음,,,,,,,,대여가능,,,,,,,,,,,,동반가능,,,,"설악 워터피아, 플라자CC 설악, 챔피언R, 키즈클럽, 아틀리에 한(미술 전시관), 플라잉폭스(짚라인), 세미나실, 당구장, 코인 세탁실 등",,,,,,,,,,,http://www.hanwharesort.co.kr,장애인 객실 있음,,,," 비수기 주중 14:00  성수기, 주말 및 연휴 15:00"," 비수기 주중 12:00  성수기, 주말 및 연휴 11:00",가능,"Arte(뷔페&단체식당), 해맞이(한식당), 스타벅스, 셀프 바베큐장","본관 754개 , 별관 797개",,,,,,0336305500,"디럭스, 로얄, 스위트 등",,,,,,,,,,,,,,,
12107,강릉시 청소년 해양수련원,강릉시 청소년 해양수련원은 바다에 도전하는 진취적 기상을 키워 미래의 세계를 이끌어 갈 자신을 찾을 수 있는 수련활동을 통하여 환태평양사대의 주역을 키우는 데 있으며 해양을 중심으로 한 수련거리진행으로 청소년에게 바다에서 미래를 개척할 수 있는 모험심과 개척심을 키우는데 목적을 두고 있는 곳이다.,,http://www.gangneungbada.com/,강원특별자치도 강릉시 주문진읍 동해대로 4940 (주문진읍),,,주차 가능,,,출입구까지 경사로가 설치되어 있음,,,,,주출입구는 턱이 없어 휠체어 접근 가능함(수동문),장애인 주차장 있음_무장애 편의시설,엘리베이터 있음,,,,,,,,,,,,,,,,,,,,,,,,"카누, 고무보트, 리버보트, 윈드서핑, 스킨,스킨스쿠버, 수영, 래프팅, 섬정복 , 제트스키,워터슬레이(바나나보트), 수상암벽",점자블록 있음(주출입구)_시각장애인 편의시설,,,,,,,,,,,,,,,14:00,13:00,불가,식당,25실,,,,,,0336620911,,,,,,,있음,,,,,,,,,
12108,휘닉스 평창 콘도,"인간의 신진대사를 가장 활발하게 해준다는 해발 700미터 청정고원에 위치한 휘닉스 평창 콘도는 국내콘도 중 최고층을 자랑하는 스카이콘도(28층)를 포함하여 콘도 3개동, 빌라 4개동으로 구성되어 있다. 또한 콘도 내에 수영장 시설과 각종 편의시설 등이 함께 있는 원스톱 시스템으로 구성되어 있으며 기후에 관계없이 동선을 유지할 수 있는 지하보도가 설치되어 있다. 블루, 그린, 오렌지동으로 구성되어 있는 메인콘도는 동양과 서양의 이미지를 절묘하게 조화시킨 건축물로 유명하다. 특히 KBS 미니시리즈 ‘가을동화’의 메인 촬영지인 빌라콘도는 국내는 물론 동남아 관광객의 발길이 끊이지 않고 있는 관광명소이다.  리조트 내의 부대시설로는 수영장, 볼링장, 당구장, 아로마 마사지, 편의점, 기념품점, 오실, 약국, 사진관 등이 마련되어 있다. 모든 편리함이 갖추어진 최신 설비와 고객의 취향을 만족시켜주는 최상의 서비스를 통해 편안하고 안락하게 지내실 수 있도록 모든 편의를 제공하고 있다. 편안한 여행의 즐거움을 마음껏 만끽하고 삶의 여유와 넉넉함을 즐기며 추억으로 간직할 소중한 시간을 만들 수 있는 격조 높은 휴식처가 될 수 있도록 휘닉스 평창 콘도는 항상 정성이 깃든 서비스를 제공하고 있다.",,http://phoenixhnr.co.kr,강원특별자치도 평창군 봉평면 태기로 174,,,주차 가능,장애인이용 화장실 있음,,접근성 양호함,"휘닉스 평창 로얄스카이에 숙박했는데요. 넓고 좋네요 휘닉스 평창에 워터파크있어서 반나절보내고 곤돌라타고 올라가 경치구경 루지타고 신나게 놀다보면 하루가짧더라구요 은근 주변에 뭐없는데 호텔리조트안에서 다해결되는편이라 좋습니다 애견동반이 가능한 펫룸이 있어서 반려견과 함께 할 수 있는 숙소여서 좋았습니다. 애견동반 펫캠핑도 신청해서 이용할수 있고, 산책로도 너무나 잘 되어 있어서 반려견과 여행 하고 싶은 분께 추천드립니다.",,,,주출입구 무단차 원활한 이동 가능함,장애인전용 주차구역 있음_무장애 편의시설 장애인주차요금 무료,장애인이용 엘리베이터 있음,,,,,,,유모차 대여 가능함,휠체어 대여 가능함,,,블루동 : 지하 1층 ~ 지상 28층 유로빌라 : 지하 1층 ~ 지상 5층 그린&오렌지동 : 지하 1층 ~ 지상 12층,,,,5200명,,,,,,,안내데스크에서 도움 가능,,"수영장, 볼링장, 당구장, 노래방, 오락실, 아로마 마사지, 사우나실, 공용PC실, 편의점, 기념품점, 약국, 사진관",,,,,,,,,,,http://phoenixhnr.co.kr,,,,,14:00,11:00,가능,"퓨전양식, 중식당, 베이커리",756실,,,,,,15770069,"스탠다드, 스위트, 로얄, 로얄스위트",,,,,,,,,,,,,,,
12109,인터컨티넨탈 알펜시아 평창 리조트,"인터컨티넨탈 알펜시아 평창 리조트는 태백산맥의 해발 700미터의 산간지대에 위치한 한국의 새로운 럭셔리 알파인 리조트이다. 수려한 경관 속에 안락하게 위치한 리조트이며, 올림픽 스키파크와 로버트 트랜트 존스 주니어가 디자인한 골프장, 퍼블릭 골프장, 오션700 워터파크를 포함하여 다양한 규모의 레저 시설을 제공한다. 고풍스러운 유러피안 알파인 별장 스타일의 리조트는 고급스러우면서 개별적인 클럽 인터컨티넨탈 라운지, 어린이를 위한 플래닛 트레커스, 별실, 데이 스파와 다양한 미팅 시설을 갖추고 있다. 또한 웰니스 센터와 각종 테라피, 건강 프로그램으로 고객의 몸과 영혼에 참된 휴식을 제공해 준다. 인터컨티넨탈 알펜시아 평창 리조트는 모든 객실에 밝은 재질의 단순하고 현대적인 가구와 한국의 전통 가구가 함께 배치되어 있다. 유기적인 라이팅 디자인은 객실을 이용하는 동안 뜻밖의 기대감을 안겨줄 것이다. 최고급 레스토랑 ‘플레이버’에서는 세계 각국의 전문요리를 맛볼 수 있으며 고급 와인을 편안히 즐길 수 있는 와인룸과 와인바를 갖추고 있다. 인바닥에서 천장까지 이어지는 유리창을 통해 주변 경관을 감상하며 클래식 라이브 연주를 즐길 수 있는 공간, 로비라운지에서는 편안한 휴식과 함께 샌드위치, 피자, 타파즈, 와인, 커피 등 다양한 디저트를 맛볼 수 있다. 최고급 스파 클럽 ‘CMA’에서는 바쁜 일상과 각종 스트레스로 지쳐있는 현대인들을 위해 스파 스위트룸과 대관령의 전경을 볼 수 있는 야외 자쿠지에서 EcoNature 테라피를 제공하고 있다.",,http://www.alpensia.com/accomm/main.do,강원특별자치도 평창군 대관령면 솔봉로 325,,,주차 가능,장애인 화장실 있음,,출입구까지 경사로가 설치되어 있음,여름에 시원해서 여름 휴가지로 추천이요 국내 인터컨 체인 중 알펜시아가 최고였어요! 인터컨 체인만 이용해서 국내 여행 시에도 최우선으로 고려하는데 올 해는 해외여행이 힘드니 무려 숙박 사용위해서 첫 방문했어요. 비록 시작은 무료 숙박을 위해서였지만 매우 만족스러워 추가 투숙도 진행했어요 맑은 공기며 높고 청명한 하늘을 본 게 얼마만인지… 리조트 테라스에 앉아 풍경을 바라보는 것만으로도 행복함이 뿜뿜. 무엇 하나 빠짐없이 매... ,,,,주출입구는 경사로가 있어 휠체어 접근 가능함,장애인 주차장 있음_무장애 편의시설,엘리베이터 있음,,,,,,,대여가능,대여가능,,,,,,,,,,,,동반 가능,,도움 가능(안내데스크),,"휘트니스 센터, 사우나&헬스클럽, 키즈클럽, 미팅룸, 보드룸",점자블록 있음(주출입구)_시각장애인 편의시설,,,초인종/화재경보기 설치(청각장애인용),,,,,,,http://www.alpensia.com/accomm/main.do,장애인 객실 있음,,,,15:00,익일 11:00,불가,"플레이버스 레스토랑, 옥시 라운지, 옥시 델리(베이커리)",238실,,,,,,0333390000,"스탠다드 킹/트윈, 스위트 주니어/이그제큐티브/디럭스/알펜시아/프레지덴털",,,,,,,,,,,,,,,
12110,홀리데이인 알펜시아 평창 리조트,"홀리데이 인 리조트 평창 호텔은 키즈/패밀리 컨셉에 특화된 객실을 갖추고 있으며, 컨벤션 센터와 연계되어있어 가족과 함께 자연 속에서 휴식 및 비즈니스를 동시에 즐길 수 있는 호텔이다.",,http://www.alpensia.com/accomm/hir/hotelinfo.do,강원특별자치도 평창군 대관령면 솔봉로 325,,,주차 가능,,,,스키장이 보이는 시원한뷰를 가지고있어 좋았습니다,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.alpensia.com/accomm/hir/hotelinfo.do,,,,,15:00,익일 11:00,불가,"몽블랑 레스토랑, 야외 셀프 바비큐",214실,,,,,,0333390000,슈페리어/ 스위트,,,,,,,,,,,,,,,
12111,모나용평 타워콘도,"가족단위 고객을 위한 서구풍 콘도이다. 발왕산의 수려한 자태를 배경으로 빼어난 경치를 자랑하는 타워 콘도미니엄은 원룸스타일로 가족단위의 고객을 위해 공간의 효율성을 크게 높였다. 500여 명 동시 수용이 가능한 연회장, 양식당, 드래곤 스트라이크 를 비롯한 다양한 레져시설을 갖추고 있으며, 스키장, 골프장과의 접근성이 좋다.",,https://www.yongpyong.co.kr,강원특별자치도 평창군 대관령면 올림픽로 715,,,주차 가능,,,출입구까지 경사로가 설치되어 있음,대한민국구석구석 프로그램 중 웰니스로 이용한 용평리조트. 가볍게 휴식을 위해 신청했는데 프로그램 혜택이 어마어마 해서 감동했네요. 너무 멋지게 와이프와 함께 힐링한 투어였습니다.,,,,주출입구는 경사로가 있어 휠체어 접근 가능함,장애인 전용 주차구역 있음_무장애 편의시설,엘리베이터 있음,,,,,,,대여가능,대여가능,,,9층,,,,,,,,,,,안내요원 있음,,"세미나실, 수영장, 휘트니스센터, 사우나실, 볼링장, 당구장, 노래방, 스크린골프존, 오락실",,,,,,,,,,,https://www.yongpyong.co.kr,"장애인 전용 객실 있음(객실 내 욕실 손잡이 설치,객실 문턱 제거,객실 휠체어 회전가능)",,,,14:00,11:00,가능,"레스토랑, 푸드코트, 카페, 바(주점)",182실,,,,,,15880009 0333307511,,,,,,,,,,,,,,,,
12112,모나용평 그린피아콘도,"스위스풍의 풍경이 아름다운 프리미엄 콘도이다. 모나용평 그린피아콘도는 보헤미안 양식의 설계콘셉트로 감각적인 친환경 인테리어가 돋보이는 최고의 휴식공간이다. 모나용평 그린피아콘도는 최고급 호텔을 연상시키는 감각적인 인테리어, 자연을 조망할 수 있는 룸의 배치, 절제된 세련됨이 고객의 품위를 더해준다. 눈이 많은 고산지대를 어울리는 보헤미안 양식에 맞춰 지붕을 채택, 용평의 자연관광과 아름다운 조화를 이루고 있으며 모나용평 단지 전체를 한눈에 조망할 수 있다.",,https://www.yongpyong.co.kr,강원특별자치도 평창군 대관령면 올림픽로 715,,,가능,,,,리조트 뜨거운 물도 콸콸 잘 나오고 야경도 예쁘고 리조트내 아이와 체험할수 있는 해양공룡박물관도 있어서 너무 좋았어요,,,,경사로를 이용하여 휠체어로 출입가능,장애인 전용 주차구역 있음_무장애 편의시설,엘리베이터 있음,,,,,,,유모차 대여 가능함,,,,A동 12층 / B동 14층,,,,,,,,,보조견 동반 투숙 가능,,,,발왕산 관광케이블카 / 사계절썰매장 / 용평루지 / 마운틴코스터 / 익스트림레저 / 키즈레저 / 애니포레 / 수영장 / 피트니스센터 / 사우나 / 쇼핑몰 / 편의점 / 오락시설,,,,,,,,,,,,장애인 전용 객실 있음 (2개),,,,15:00,11:00,가능(일부 객실),하반(뷔페),312실,,,,,,,25타입 / 33타입 / 38타입,,,,,,,,,,,,,,,
12113,메이힐스리조트,"빼어난 산수를 자랑하는 정선의 아름다움 위에 또 하나의 자연을 그려 넣은 정선 메이힐스리조트는 인간의 생체 리듬을 가장 이상적인 상태로 만들어주는 해발 700M 청정 골짜기에 위치해 있으며, 사계절 다양한 아름다움을 만끽할 수 있는 천혜의 자연과 관광 명소로 둘러싸여 있다. 봄, 여름, 가을, 겨울 365일 언제나 즐길 수 있는 레저, 스포츠, 엔터테인먼트 등 다양한 콘텐츠를 제공하며 고급스러운 외관과 첨단 시설을 갖춘 HIGHEND 지향의 고품격 종합리조트이다. 내국인 출입이 가능한 국내 유일의 강원랜드 카지노와 유럽풍 계곡형 스키장이 있어 짜릿하고 여유로운 스키를 즐길 수 있고, 국내 최고 해발 1,100m의 청정 고원지대에 위치한 강원랜드 골프장은 한여름에도 25도를 넘지 않아 언제나 쾌적한 라운딩을 즐길 수 있다.",,https://www.mayhills.co.kr/view/index.do,강원특별자치도 정선군 고한읍 물한리길 8,,,주차 가능,장애인 화장실 있음(미닫이문),,출입구까지 턱이 없어 휠체어 접근 가능함,정선 여행시 가성비 만족도가 매우 높은 숙소입니다.,,,,주출입구와 보조출입구는 턱이 없어 휠체어 접근 가능함,"장애인 주차장 있음(6대,후문,장애인표지판)_무장애 편의시설",장애인용 엘리베이터 있음,,,,,,,,,,,,,,,,,,,,,,,,"무인 세탁실, 편의점, 스키샵, 당구장, 노래방, 사우나, 피트니스 센터, 연회장, 회의실",,,,,,,,,,,,장애인 객실 있음,,,,15:00,11:00,가능,"네네치킨, 카페",595실,,,,,,0335901000,"HILLS ROOM, WILLOW ROOM, OAK ROOM, MAPLE ROOM, PINE ROOM, SUITE ROOM",,,,,,,,,,,,,,,
